BookId,Book Name,Genre,Publication Year,URL,Writer Name,Review,Pages,Ratings,Keywords
BK046,The Hobbit,Science Fiction,1995,https://en.wikipedia.org/wiki/The_Hobbit,F. Scott Fitzgerald,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",176,2.8,"the hobbit, j.r.r. tolkien, bilbo baggins, middle earth, smaug, dragon, adventure, quest, fantasy"
BK047,Crime and Punishment,Fantasy,1966,https://en.wikipedia.org/wiki/Crime_and_Punishment,Charlotte Brontë,"Pride and Prejudice is a timeless romance novel that deftly explores the intricacies of love, class, and society. Written by Jane Austen, it follows the relationship between the strong-willed Elizabeth Bennet and the aloof Mr. Darcy. The novel is filled with witty dialogue, insightful observations, and memorable characters. Austen masterfully critiques the social norms of the time, particularly regarding marriage and class, while creating a story that still resonates with readers today. Elizabeth and Darcy’s evolving relationship is at the heart of the story, making it an enduring classic of English literature.",1064,1.7,"crime and punishment, charlotte brontë, fantasy, crime, punishment, story, characters, themes"
BK048,The Fault in Our Stars,Mystery,1817,https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars,J.D. Salinger,"Pride and Prejudice is a timeless romance novel that deftly explores the intricacies of love, class, and society. Written by Jane Austen, it follows the relationship between the strong-willed Elizabeth Bennet and the aloof Mr. Darcy. The novel is filled with witty dialogue, insightful observations, and memorable characters. Austen masterfully critiques the social norms of the time, particularly regarding marriage and class, while creating a story that still resonates with readers today. Elizabeth and Darcy’s evolving relationship is at the heart of the story, making it an enduring classic of English literature.",546,2.7,"the fault in our stars, j.d. salinger, mystery, fault, stars, story, characters, themes"
BK049,The Hobbit,Historical,1931,https://en.wikipedia.org/wiki/The_Hobbit,F. Scott Fitzgerald,"1984 is a chilling depiction of a dystopian society governed by totalitarian rule. George Orwell’s novel is set in a world where the government, represented by Big Brother, exercises absolute control over every aspect of life. The protagonist, Winston Smith, works for the Party but secretly rebels against the oppressive regime. The novel explores themes of surveillance, freedom, and the manipulation of truth, making it eerily relevant in today’s world. Orwell's writing is sharp, engaging, and thought-provoking, and the story is both a warning and a reflection on the dangers of unchecked political power.",630,4.3,"the hobbit, j.r.r. tolkien, bilbo baggins, middle earth, smaug, dragon, adventure, quest, fantasy"
BK050,The Kite Runner,Adventure,1880,https://en.wikipedia.org/wiki/The_Kite_Runner,Aldous Huxley,"1984 is a chilling depiction of a dystopian society governed by totalitarian rule. George Orwell’s novel is set in a world where the government, represented by Big Brother, exercises absolute control over every aspect of life. The protagonist, Winston Smith, works for the Party but secretly rebels against the oppressive regime. The novel explores themes of surveillance, freedom, and the manipulation of truth, making it eerily relevant in today’s world. Orwell's writing is sharp, engaging, and thought-provoking, and the story is both a warning and a reflection on the dangers of unchecked political power.",390,1.7,"the kite runner, aldous huxley, adventure, kite, runner, story, characters, themes"
BK051,The Color Purple,Historical,1938,https://en.wikipedia.org/wiki/The_Color_Purple,Leo Tolstoy,"The Outsiders is a gripping story of class conflict, friendship, and growing up. Written by S.E. Hinton, the novel follows the lives of two rival groups: the Greasers and the Socs. Through the eyes of Ponyboy Curtis, the reader is drawn into the struggles of adolescence, including issues of identity, loyalty, and violence. Hinton’s portrayal of the complexity of youth, and the tension between social classes, makes this novel both compelling and thought-provoking. The Outsiders remains a poignant reminder of the challenges of growing up and the importance of finding one’s place in the world.",976,1.1,"the color purple, leo tolstoy, historical, color, purple, story, characters, themes"
BK052,The Great Gatsby,Science Fiction,1822,https://en.wikipedia.org/wiki/The_Great_Gatsby,Fyodor Dostoevsky,"The Road is a haunting post-apocalyptic novel by Cormac McCarthy that tells the story of a father and son struggling to survive in a desolate world. The novel is stark, spare, and deeply emotional, with McCarthy’s poetic writing capturing the bleakness of the environment and the deep love between the two characters. The father’s determination to protect his son and their struggle to maintain their humanity in a world devoid of hope form the emotional core of the story. The Road is a powerful meditation on survival, love, and the human spirit.",150,1.2,"the great gatsby, f. scott fitzgerald, jay gatsby, nick carraway, new york, american dream, jazz age, wealth"
BK053,Jane Eyre,Dystopian,1938,https://en.wikipedia.org/wiki/Jane_Eyre,Herman Melville,"Pride and Prejudice is a timeless romance novel that deftly explores the intricacies of love, class, and society. Written by Jane Austen, it follows the relationship between the strong-willed Elizabeth Bennet and the aloof Mr. Darcy. The novel is filled with witty dialogue, insightful observations, and memorable characters. Austen masterfully critiques the social norms of the time, particularly regarding marriage and class, while creating a story that still resonates with readers today. Elizabeth and Darcy’s evolving relationship is at the heart of the story, making it an enduring classic of English literature.",325,4.4,"jane eyre, herman melville, dystopian, jane, eyre, story, characters, themes"
BK054,The Kite Runner,Fiction,2019,https://en.wikipedia.org/wiki/The_Kite_Runner,Charlotte Brontë,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",284,3.8,"the kite runner, charlotte brontë, fiction, kite, runner, story, characters, themes"
BK055,To Kill a Mockingbird,Historical,1821,https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird,Leo Tolstoy,"To Kill a Mockingbird is a profound exploration of race, morality, and justice in the American South. Written by Harper Lee, the novel follows young Scout Finch and her brother Jem as they witness their father, Atticus Finch, defend a black man falsely accused of raping a white woman. The story is filled with themes of prejudice, empathy, and the loss of innocence. Lee’s portrayal of the complexities of human nature and the importance of standing up for what is right makes this novel a powerful and enduring classic. The characters are well-drawn, and the themes remain relevant in today’s society.",251,3.1,"to kill a mockingbird, harper lee, atticus finch, scout finch, alabama, racial injustice, morality, law"
BK056,Dracula,Dystopian,1978,https://en.wikipedia.org/wiki/Dracula,F. Scott Fitzgerald,"1984 is a chilling depiction of a dystopian society governed by totalitarian rule. George Orwell’s novel is set in a world where the government, represented by Big Brother, exercises absolute control over every aspect of life. The protagonist, Winston Smith, works for the Party but secretly rebels against the oppressive regime. The novel explores themes of surveillance, freedom, and the manipulation of truth, making it eerily relevant in today’s world. Orwell's writing is sharp, engaging, and thought-provoking, and the story is both a warning and a reflection on the dangers of unchecked political power.",962,2.6,"dracula, f. scott fitzgerald, dystopian, story, characters, themes"
BK057,The Kite Runner,Fantasy,1917,https://en.wikipedia.org/wiki/The_Kite_Runner,J.D. Salinger,"The Road is a haunting post-apocalyptic novel by Cormac McCarthy that tells the story of a father and son struggling to survive in a desolate world. The novel is stark, spare, and deeply emotional, with McCarthy’s poetic writing capturing the bleakness of the environment and the deep love between the two characters. The father’s determination to protect his son and their struggle to maintain their humanity in a world devoid of hope form the emotional core of the story. The Road is a powerful meditation on survival, love, and the human spirit.",547,3.3,"the kite runner, j.d. salinger, fantasy, kite, runner, story, characters, themes"
BK058,The Fault in Our Stars,Dystopian,2012,https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars,Aldous Huxley,"Wuthering Heights is a dark and passionate novel that explores the destructive power of love. Written by Emily Brontë, it tells the story of Heathcliff, a brooding and vengeful man, and his obsessive love for Catherine Earnshaw. The novel is filled with intense emotions, and Brontë’s writing conveys the wildness and isolation of the Yorkshire moors. Wuthering Heights explores themes of love, revenge, and the consequences of unchecked passion. The novel’s Gothic atmosphere and complex characters make it a timeless classic that continues to captivate readers.",367,4.5,"the fault in our stars, aldous huxley, dystopian, fault, stars, story, characters, themes"
BK059,The Grapes of Wrath,Fiction,1803,https://en.wikipedia.org/wiki/The_Grapes_of_Wrath,Leo Tolstoy,"The Secret Garden is a heartwarming novel by Frances Hodgson Burnett that tells the story of Mary Lennox, a spoiled and lonely girl who discovers a hidden, magical garden. As Mary transforms the garden, she also transforms herself and the lives of those around her. The novel is filled with themes of personal growth, friendship, and the healing power of nature. Burnett’s writing is gentle yet powerful, and the story’s message of hope and renewal resonates with readers of all ages. The Secret Garden is a classic tale of redemption and the power of kindness.",598,1.1,"the grapes of wrath, leo tolstoy, fiction, grapes, wrath, story, characters, themes"
BK060,The Great Gatsby,Romance,2003,https://en.wikipedia.org/wiki/The_Great_Gatsby,George Orwell,"The Outsiders is a gripping story of class conflict, friendship, and growing up. Written by S.E. Hinton, the novel follows the lives of two rival groups: the Greasers and the Socs. Through the eyes of Ponyboy Curtis, the reader is drawn into the struggles of adolescence, including issues of identity, loyalty, and violence. Hinton’s portrayal of the complexity of youth, and the tension between social classes, makes this novel both compelling and thought-provoking. The Outsiders remains a poignant reminder of the challenges of growing up and the importance of finding one’s place in the world.",335,4.9,"the great gatsby, f. scott fitzgerald, jay gatsby, nick carraway, new york, american dream, jazz age, wealth"
BK061,The Fault in Our Stars,Romance,1854,https://en.wikipedia.org/wiki/The_Fault_in_Our_Stars,Aldous Huxley,"The Outsiders is a gripping story of class conflict, friendship, and growing up. Written by S.E. Hinton, the novel follows the lives of two rival groups: the Greasers and the Socs. Through the eyes of Ponyboy Curtis, the reader is drawn into the struggles of adolescence, including issues of identity, loyalty, and violence. Hinton’s portrayal of the complexity of youth, and the tension between social classes, makes this novel both compelling and thought-provoking. The Outsiders remains a poignant reminder of the challenges of growing up and the importance of finding one’s place in the world.",614,3,"the fault in our stars, aldous huxley, romance, fault, stars, story, characters, themes"
BK062,Crime and Punishment,Horror,1899,https://en.wikipedia.org/wiki/Crime_and_Punishment,Fyodor Dostoevsky,"The Hobbit is a captivating fantasy novel that takes readers on a journey through the fictional world of Middle-earth. Written by J.R.R. Tolkien, it follows the adventures of Bilbo Baggins, a hobbit who is reluctantly drawn into a quest to reclaim treasure from the dragon Smaug. The novel is filled with vivid descriptions of landscapes, creatures, and mythical beings, making it an immersive read. The characters are richly developed, with Bilbo's transformation from a shy, unassuming hobbit to a courageous hero being particularly compelling. The book also explores themes of bravery, friendship, and the struggle between good and evil. Overall, The Hobbit is a timeless classic that has captivated generations of readers and continues to be a must-read for fantasy enthusiasts.",1142,2.4,"crime and punishment, fyodor dostoevsky, horror, crime, punishment, story, characters, themes"
BK063,Gone with the Wind,Historical,1903,https://en.wikipedia.org/wiki/Gone_with_the_Wind,Leo Tolstoy,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",406,3.5,"gone with the wind, leo tolstoy, historical, gone, wind, story, characters, themes"
BK064,Ender's Game,Fantasy,1877,https://en.wikipedia.org/wiki/Ender%27s_Game,J.R.R. Tolkien,"The Hobbit is a captivating fantasy novel that takes readers on a journey through the fictional world of Middle-earth. Written by J.R.R. Tolkien, it follows the adventures of Bilbo Baggins, a hobbit who is reluctantly drawn into a quest to reclaim treasure from the dragon Smaug. The novel is filled with vivid descriptions of landscapes, creatures, and mythical beings, making it an immersive read. The characters are richly developed, with Bilbo's transformation from a shy, unassuming hobbit to a courageous hero being particularly compelling. The book also explores themes of bravery, friendship, and the struggle between good and evil. Overall, The Hobbit is a timeless classic that has captivated generations of readers and continues to be a must-read for fantasy enthusiasts.",664,1.7,"ender's game, j.r.r. tolkien, fantasy, ender's, game, story, characters, themes"
BK065,Crime and Punishment,Dystopian,1968,https://en.wikipedia.org/wiki/Crime_and_Punishment,Herman Melville,"The Secret Garden is a heartwarming novel by Frances Hodgson Burnett that tells the story of Mary Lennox, a spoiled and lonely girl who discovers a hidden, magical garden. As Mary transforms the garden, she also transforms herself and the lives of those around her. The novel is filled with themes of personal growth, friendship, and the healing power of nature. Burnett’s writing is gentle yet powerful, and the story’s message of hope and renewal resonates with readers of all ages. The Secret Garden is a classic tale of redemption and the power of kindness.",571,1.9,"crime and punishment, herman melville, dystopian, crime, punishment, story, characters, themes"
BK066,The Help,Historical,1880,https://en.wikipedia.org/wiki/The_Help,J.R.R. Tolkien,"The Catcher in the Rye is a powerful coming-of-age novel that captures the struggles of adolescence. Written by J.D. Salinger, the story follows Holden Caulfield, a disillusioned teenager who feels disconnected from the world around him. The novel explores themes of alienation, identity, and the loss of innocence. Holden’s inner turmoil is conveyed with raw emotion, making it a deeply personal and relatable story for many readers. Salinger’s portrayal of the complexity of adolescence remains compelling and relevant, making the novel a touchstone for generations of young readers.",544,3.8,"the help, j.r.r. tolkien, historical, help, story, characters, themes"
BK067,Crime and Punishment,Dystopian,1984,https://en.wikipedia.org/wiki/Crime_and_Punishment,J.R.R. Tolkien,"The Catcher in the Rye is a powerful coming-of-age novel that captures the struggles of adolescence. Written by J.D. Salinger, the story follows Holden Caulfield, a disillusioned teenager who feels disconnected from the world around him. The novel explores themes of alienation, identity, and the loss of innocence. Holden’s inner turmoil is conveyed with raw emotion, making it a deeply personal and relatable story for many readers. Salinger’s portrayal of the complexity of adolescence remains compelling and relevant, making the novel a touchstone for generations of young readers.",1037,3.9,"crime and punishment, j.r.r. tolkien, dystopian, crime, punishment, story, characters, themes"
BK068,The Chronicles of Narnia,Fantasy,1981,https://en.wikipedia.org/wiki/The_Chronicles_of_Narnia,Aldous Huxley,"1984 is a chilling depiction of a dystopian society governed by totalitarian rule. George Orwell’s novel is set in a world where the government, represented by Big Brother, exercises absolute control over every aspect of life. The protagonist, Winston Smith, works for the Party but secretly rebels against the oppressive regime. The novel explores themes of surveillance, freedom, and the manipulation of truth, making it eerily relevant in today’s world. Orwell's writing is sharp, engaging, and thought-provoking, and the story is both a warning and a reflection on the dangers of unchecked political power.",237,2.6,"the chronicles of narnia, aldous huxley, fantasy, chronicles, narnia, story, characters, themes"
BK069,The Grapes of Wrath,Historical,1981,https://en.wikipedia.org/wiki/The_Grapes_of_Wrath,J.D. Salinger,"The Hobbit is a captivating fantasy novel that takes readers on a journey through the fictional world of Middle-earth. Written by J.R.R. Tolkien, it follows the adventures of Bilbo Baggins, a hobbit who is reluctantly drawn into a quest to reclaim treasure from the dragon Smaug. The novel is filled with vivid descriptions of landscapes, creatures, and mythical beings, making it an immersive read. The characters are richly developed, with Bilbo's transformation from a shy, unassuming hobbit to a courageous hero being particularly compelling. The book also explores themes of bravery, friendship, and the struggle between good and evil. Overall, The Hobbit is a timeless classic that has captivated generations of readers and continues to be a must-read for fantasy enthusiasts.",974,2.5,"the grapes of wrath, j.d. salinger, historical, grapes, wrath, story, characters, themes"
BK070,The Grapes of Wrath,Fantasy,1823,https://en.wikipedia.org/wiki/The_Grapes_of_Wrath,J.R.R. Tolkien,"The Road is a haunting post-apocalyptic novel by Cormac McCarthy that tells the story of a father and son struggling to survive in a desolate world. The novel is stark, spare, and deeply emotional, with McCarthy’s poetic writing capturing the bleakness of the environment and the deep love between the two characters. The father’s determination to protect his son and their struggle to maintain their humanity in a world devoid of hope form the emotional core of the story. The Road is a powerful meditation on survival, love, and the human spirit.",678,4.6,"the grapes of wrath, j.r.r. tolkien, fantasy, grapes, wrath, story, characters, themes"
BK071,Wuthering Heights,Horror,1975,https://en.wikipedia.org/wiki/Wuthering_Heights,Aldous Huxley,"Pride and Prejudice is a timeless romance novel that deftly explores the intricacies of love, class, and society. Written by Jane Austen, it follows the relationship between the strong-willed Elizabeth Bennet and the aloof Mr. Darcy. The novel is filled with witty dialogue, insightful observations, and memorable characters. Austen masterfully critiques the social norms of the time, particularly regarding marriage and class, while creating a story that still resonates with readers today. Elizabeth and Darcy’s evolving relationship is at the heart of the story, making it an enduring classic of English literature.",833,4.4,"wuthering heights, aldous huxley, horror, wuthering, heights, story, characters, themes"
BK072,Dracula,Fiction,1808,https://en.wikipedia.org/wiki/Dracula,Aldous Huxley,"The Catcher in the Rye is a powerful coming-of-age novel that captures the struggles of adolescence. Written by J.D. Salinger, the story follows Holden Caulfield, a disillusioned teenager who feels disconnected from the world around him. The novel explores themes of alienation, identity, and the loss of innocence. Holden’s inner turmoil is conveyed with raw emotion, making it a deeply personal and relatable story for many readers. Salinger’s portrayal of the complexity of adolescence remains compelling and relevant, making the novel a touchstone for generations of young readers.",1086,2.2,"dracula, aldous huxley, fiction, story, characters, themes"
BK073,Frankenstein,Adventure,2001,https://en.wikipedia.org/wiki/Frankenstein,Aldous Huxley,"The Road is a haunting post-apocalyptic novel by Cormac McCarthy that tells the story of a father and son struggling to survive in a desolate world. The novel is stark, spare, and deeply emotional, with McCarthy’s poetic writing capturing the bleakness of the environment and the deep love between the two characters. The father’s determination to protect his son and their struggle to maintain their humanity in a world devoid of hope form the emotional core of the story. The Road is a powerful meditation on survival, love, and the human spirit.",1143,1.3,"frankenstein, aldous huxley, adventure, story, characters, themes"
BK074,The Catcher in the Rye,Horror,1825,https://en.wikipedia.org/wiki/The_Catcher_in_the_Rye,Aldous Huxley,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",292,2.4,"the catcher in the rye, j.d. salinger, holden caulfield, new york city, adolescence, identity, alienation"
BK075,To Kill a Mockingbird,Dystopian,1893,https://en.wikipedia.org/wiki/To_Kill_a_Mockingbird,F. Scott Fitzgerald,"The Outsiders is a gripping story of class conflict, friendship, and growing up. Written by S.E. Hinton, the novel follows the lives of two rival groups: the Greasers and the Socs. Through the eyes of Ponyboy Curtis, the reader is drawn into the struggles of adolescence, including issues of identity, loyalty, and violence. Hinton’s portrayal of the complexity of youth, and the tension between social classes, makes this novel both compelling and thought-provoking. The Outsiders remains a poignant reminder of the challenges of growing up and the importance of finding one’s place in the world.",932,2.5,"to kill a mockingbird, harper lee, atticus finch, scout finch, alabama, racial injustice, morality, law"
BK076,The Book Thief,Fantasy,1965,https://en.wikipedia.org/wiki/The_Book_Thief,Harper Lee,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",983,2.6,"book thief, markus zusak, liesel meminger, nazi germany, world war ii, death narrator, books, resilience"
BK077,The Picture of Dorian Gray,Dystopian,1919,https://en.wikipedia.org/wiki/The_Picture_of_Dorian_Gray,George Orwell,"Wuthering Heights is a dark and passionate novel that explores the destructive power of love. Written by Emily Brontë, it tells the story of Heathcliff, a brooding and vengeful man, and his obsessive love for Catherine Earnshaw. The novel is filled with intense emotions, and Brontë’s writing conveys the wildness and isolation of the Yorkshire moors. Wuthering Heights explores themes of love, revenge, and the consequences of unchecked passion. The novel’s Gothic atmosphere and complex characters make it a timeless classic that continues to captivate readers.",471,3.2,"the picture of dorian gray, george orwell, dystopian, picture, dorian, story, characters, themes"
BK078,The Book Thief,Historical,1883,https://en.wikipedia.org/wiki/The_Book_Thief,Harper Lee,"The Outsiders is a gripping story of class conflict, friendship, and growing up. Written by S.E. Hinton, the novel follows the lives of two rival groups: the Greasers and the Socs. Through the eyes of Ponyboy Curtis, the reader is drawn into the struggles of adolescence, including issues of identity, loyalty, and violence. Hinton’s portrayal of the complexity of youth, and the tension between social classes, makes this novel both compelling and thought-provoking. The Outsiders remains a poignant reminder of the challenges of growing up and the importance of finding one’s place in the world.",409,4,"book thief, markus zusak, liesel meminger, nazi germany, world war ii, death narrator, books, resilience"
BK079,Frankenstein,Adventure,1965,https://en.wikipedia.org/wiki/Frankenstein,F. Scott Fitzgerald,"Pride and Prejudice is a timeless romance novel that deftly explores the intricacies of love, class, and society. Written by Jane Austen, it follows the relationship between the strong-willed Elizabeth Bennet and the aloof Mr. Darcy. The novel is filled with witty dialogue, insightful observations, and memorable characters. Austen masterfully critiques the social norms of the time, particularly regarding marriage and class, while creating a story that still resonates with readers today. Elizabeth and Darcy’s evolving relationship is at the heart of the story, making it an enduring classic of English literature.",945,2.1,"frankenstein, f. scott fitzgerald, adventure, story, characters, themes"
BK080,The Road,Mystery,1897,https://en.wikipedia.org/wiki/The_Road_(novel),Harper Lee,"The Catcher in the Rye is a powerful coming-of-age novel that captures the struggles of adolescence. Written by J.D. Salinger, the story follows Holden Caulfield, a disillusioned teenager who feels disconnected from the world around him. The novel explores themes of alienation, identity, and the loss of innocence. Holden’s inner turmoil is conveyed with raw emotion, making it a deeply personal and relatable story for many readers. Salinger’s portrayal of the complexity of adolescence remains compelling and relevant, making the novel a touchstone for generations of young readers.",1021,2.2,"the road, harper lee, mystery, road, story, characters, themes"
BK081,Dracula,Fiction,1841,https://en.wikipedia.org/wiki/Dracula,George Orwell,"1984 is a chilling depiction of a dystopian society governed by totalitarian rule. George Orwell’s novel is set in a world where the government, represented by Big Brother, exercises absolute control over every aspect of life. The protagonist, Winston Smith, works for the Party but secretly rebels against the oppressive regime. The novel explores themes of surveillance, freedom, and the manipulation of truth, making it eerily relevant in today’s world. Orwell's writing is sharp, engaging, and thought-provoking, and the story is both a warning and a reflection on the dangers of unchecked political power.",198,1.1,"dracula, george orwell, fiction, story, characters, themes"
BK082,The Kite Runner,Historical,1972,https://en.wikipedia.org/wiki/The_Kite_Runner,Charlotte Brontë,"Pride and Prejudice is a timeless romance novel that deftly explores the intricacies of love, class, and society. Written by Jane Austen, it follows the relationship between the strong-willed Elizabeth Bennet and the aloof Mr. Darcy. The novel is filled with witty dialogue, insightful observations, and memorable characters. Austen masterfully critiques the social norms of the time, particularly regarding marriage and class, while creating a story that still resonates with readers today. Elizabeth and Darcy’s evolving relationship is at the heart of the story, making it an enduring classic of English literature.",860,2.4,"the kite runner, charlotte brontë, historical, kite, runner, story, characters, themes"
BK083,The Great Gatsby,Adventure,1917,https://en.wikipedia.org/wiki/The_Great_Gatsby,Harper Lee,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",281,3.8,"the great gatsby, f. scott fitzgerald, jay gatsby, nick carraway, new york, american dream, jazz age, wealth"
BK084,A Wrinkle in Time,Romance,1914,https://en.wikipedia.org/wiki/A_Wrinkle_in_Time,Charlotte Brontë,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",850,1.8,"a wrinkle in time, charlotte brontë, romance, wrinkle, time, story, characters, themes"
BK085,The Shining,Fiction,1920,https://en.wikipedia.org/wiki/The_Shinig,F. Scott Fitzgerald,"The Catcher in the Rye is a powerful coming-of-age novel that captures the struggles of adolescence. Written by J.D. Salinger, the story follows Holden Caulfield, a disillusioned teenager who feels disconnected from the world around him. The novel explores themes of alienation, identity, and the loss of innocence. Holden’s inner turmoil is conveyed with raw emotion, making it a deeply personal and relatable story for many readers. Salinger’s portrayal of the complexity of adolescence remains compelling and relevant, making the novel a touchstone for generations of young readers.",197,1.4,"the shining, f. scott fitzgerald, fiction, shining, story, characters, themes"
BK086,1984,Science Fiction,1942,https://en.wikipedia.org/wiki/Nineteen_Eighty-Four,George Orwell,"The Catcher in the Rye is a powerful coming-of-age novel that captures the struggles of adolescence. Written by J.D. Salinger, the story follows Holden Caulfield, a disillusioned teenager who feels disconnected from the world around him. The novel explores themes of alienation, identity, and the loss of innocence. Holden’s inner turmoil is conveyed with raw emotion, making it a deeply personal and relatable story for many readers. Salinger’s portrayal of the complexity of adolescence remains compelling and relevant, making the novel a touchstone for generations of young readers.",351,1.6,"1984, george orwell, winston smith, big brother, oceania, surveillance, totalitarianism, rebellion, dystopia"
BK087,Frankenstein,Horror,1965,https://en.wikipedia.org/wiki/Frankenstein,Aldous Huxley,"The Catcher in the Rye is a powerful coming-of-age novel that captures the struggles of adolescence. Written by J.D. Salinger, the story follows Holden Caulfield, a disillusioned teenager who feels disconnected from the world around him. The novel explores themes of alienation, identity, and the loss of innocence. Holden’s inner turmoil is conveyed with raw emotion, making it a deeply personal and relatable story for many readers. Salinger’s portrayal of the complexity of adolescence remains compelling and relevant, making the novel a touchstone for generations of young readers.",466,4.9,"frankenstein, aldous huxley, horror, story, characters, themes"
BK088,The Alchemist,Fiction,1949,https://en.wikipedia.org/wiki/The_Alchemist_(novel),Charlotte Brontë,"Pride and Prejudice is a timeless romance novel that deftly explores the intricacies of love, class, and society. Written by Jane Austen, it follows the relationship between the strong-willed Elizabeth Bennet and the aloof Mr. Darcy. The novel is filled with witty dialogue, insightful observations, and memorable characters. Austen masterfully critiques the social norms of the time, particularly regarding marriage and class, while creating a story that still resonates with readers today. Elizabeth and Darcy’s evolving relationship is at the heart of the story, making it an enduring classic of English literature.",927,2.7,"the alchemist, charlotte brontë, fiction, alchemist, story, characters, themes"
BK089,Lord of the Flies,Adventure,1897,https://en.wikipedia.org/wiki/Lord_of_the_Flies,Leo Tolstoy,"Pride and Prejudice is a timeless romance novel that deftly explores the intricacies of love, class, and society. Written by Jane Austen, it follows the relationship between the strong-willed Elizabeth Bennet and the aloof Mr. Darcy. The novel is filled with witty dialogue, insightful observations, and memorable characters. Austen masterfully critiques the social norms of the time, particularly regarding marriage and class, while creating a story that still resonates with readers today. Elizabeth and Darcy’s evolving relationship is at the heart of the story, making it an enduring classic of English literature.",618,4,"lord of the flies, leo tolstoy, adventure, lord, flies, story, characters, themes"
BK090,The Shining,Fantasy,1805,https://en.wikipedia.org/wiki/The_Shinig,J.D. Salinger,"The Great Gatsby is a mesmerizing portrayal of the American Dream gone awry. F. Scott Fitzgerald’s novel is set in the Jazz Age, a time of excess, decadence, and ambition. The story centers on Jay Gatsby, a mysterious millionaire who throws extravagant parties in the hopes of rekindling a lost romance with Daisy Buchanan. Through the eyes of narrator Nick Carraway, we see the emptiness beneath the glittering facade of wealth and privilege. The novel examines themes of love, class, and the fleeting nature of happiness, with Fitzgerald’s lyrical prose adding to the haunting beauty of the story.",736,3.8,"the shining, j.d. salinger, fantasy, shining, story, characters, themes"
